EmployeeType,FirstName,LastName,AD Account,HomeTown,Address,Position,Manager,Department,EmployeeID,Email,Group,Missing Info,FactoryLocation,JoinedDate,Birthday,Gender,EmployeePermission
Common User,Solid,Employee147,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31147,,Solid Workshop Members,,NM2,1/1/2012,6/30/1985,Male,Members
Common User,Solid,Employee148,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31148,,Solid Workshop Members,,NM2,1/1/2012,7/1/1985,Male,Members
Common User,Solid,Employee149,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31149,,Solid Workshop Members,,NM2,1/1/2012,7/2/1985,Male,Members
Common User,Solid,Employee150,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31150,,Solid Workshop Members,,NM2,1/1/2012,7/3/1985,Male,Members
Common User,Solid,Employee151,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31151,,Solid Workshop Members,,NM2,1/1/2012,7/4/1985,Male,Members
Common User,Solid,Employee152,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31152,,Solid Workshop Members,,NM2,1/1/2012,7/5/1985,Male,Members
Common User,Solid,Employee153,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31153,,Solid Workshop Members,,NM2,1/1/2012,7/6/1985,Male,Members
Common User,Solid,Employee154,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31154,,Solid Workshop Members,,NM2,1/1/2012,7/7/1985,Male,Members
Common User,Solid,Employee155,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31155,,Solid Workshop Members,,NM2,1/1/2012,7/8/1985,Male,Members
Common User,Solid,Employee156,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31156,,Solid Workshop Members,,NM2,1/1/2012,7/9/1985,Male,Members
Common User,Solid,Employee157,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31157,,Solid Workshop Members,,NM2,1/1/2012,7/10/1985,Male,Members
Common User,Solid,Employee158,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31158,,Solid Workshop Members,,NM2,1/1/2012,7/11/1985,Male,Members
Common User,Solid,Employee159,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31159,,Solid Workshop Members,,NM2,1/1/2012,7/12/1985,Male,Members
Common User,Solid,Employee160,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31160,,Solid Workshop Members,,NM2,1/1/2012,7/13/1985,Male,Members
Common User,Solid,Employee161,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31161,,Solid Workshop Members,,NM2,1/1/2012,7/14/1985,Male,Members
Common User,Solid,Employee162,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31162,,Solid Workshop Members,,NM2,1/1/2012,7/15/1985,Male,Members
Common User,Solid,Employee163,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31163,,Solid Workshop Members,,NM2,1/1/2012,7/16/1985,Male,Members
Common User,Solid,Employee164,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31164,,Solid Workshop Members,,NM2,1/1/2012,7/17/1985,Male,Members
Common User,Solid,Employee165,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31165,,Solid Workshop Members,,NM2,1/1/2012,7/18/1985,Male,Members
Common User,Solid,Employee166,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31166,,Solid Workshop Members,,NM2,1/1/2012,7/19/1985,Male,Members
Common User,Solid,Employee167,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31167,,Solid Workshop Members,,NM2,1/1/2012,7/20/1985,Male,Members
Common User,Solid,Employee168,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31168,,Solid Workshop Members,,NM2,1/1/2012,7/21/1985,Male,Members
Common User,Solid,Employee169,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31169,,Solid Workshop Members,,NM2,1/1/2012,7/22/1985,Male,Members
Common User,Solid,Employee170,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31170,,Solid Workshop Members,,NM2,1/1/2012,7/23/1985,Male,Members
Common User,Solid,Employee171,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31171,,Solid Workshop Members,,NM2,1/1/2012,7/24/1985,Male,Members
Common User,Solid,Employee172,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31172,,Solid Workshop Members,,NM2,1/1/2012,7/25/1985,Male,Members
Common User,Solid,Employee173,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31173,,Solid Workshop Members,,NM2,1/1/2012,7/26/1985,Male,Members
Common User,Solid,Employee174,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31174,,Solid Workshop Members,,NM2,1/1/2012,7/27/1985,Male,Members
Common User,Solid,Employee175,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31175,,Solid Workshop Members,,NM2,1/1/2012,7/28/1985,Male,Members
Common User,Solid,Employee176,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31176,,Solid Workshop Members,,NM2,1/1/2012,7/29/1985,Male,Members
Common User,Solid,Employee177,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31177,,Solid Workshop Members,,NM2,1/1/2012,7/30/1985,Male,Members
Common User,Solid,Employee178,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31178,,Solid Workshop Members,,NM2,1/1/2012,7/31/1985,Male,Members
Common User,Solid,Employee179,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31179,,Solid Workshop Members,,NM2,1/1/2012,8/1/1985,Male,Members
Common User,Solid,Employee180,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31180,,Solid Workshop Members,,NM2,1/1/2012,8/2/1985,Male,Members
Common User,Solid,Employee181,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31181,,Solid Workshop Members,,NM2,1/1/2012,8/3/1985,Male,Members
Common User,Solid,Employee182,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31182,,Solid Workshop Members,,NM2,1/1/2012,8/4/1985,Male,Members
Common User,Solid,Employee183,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31183,,Solid Workshop Members,,NM2,1/1/2012,8/5/1985,Male,Members
Common User,Solid,Employee184,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31184,,Solid Workshop Members,,NM2,1/1/2012,8/6/1985,Male,Members
Common User,Solid,Employee185,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31185,,Solid Workshop Members,,NM2,1/1/2012,8/7/1985,Male,Members
Common User,Solid,Employee186,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31186,,Solid Workshop Members,,NM2,1/1/2012,8/8/1985,Male,Members
Common User,Solid,Employee187,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31187,,Solid Workshop Members,,NM2,1/1/2012,8/9/1985,Male,Members
Common User,Solid,Employee188,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31188,,Solid Workshop Members,,NM2,1/1/2012,8/10/1985,Male,Members
Common User,Solid,Employee189,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31189,,Solid Workshop Members,,NM2,1/1/2012,8/11/1985,Male,Members
Common User,Solid,Employee190,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31190,,Solid Workshop Members,,NM2,1/1/2012,8/12/1985,Male,Members
Common User,Solid,Employee191,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31191,,Solid Workshop Members,,NM2,1/1/2012,8/13/1985,Male,Members
Common User,Solid,Employee192,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31192,,Solid Workshop Members,,NM2,1/1/2012,8/14/1985,Male,Members
Common User,Solid,Employee193,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31193,,Solid Workshop Members,,NM2,1/1/2012,8/15/1985,Male,Members
Common User,Solid,Employee194,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31194,,Solid Workshop Members,,NM2,1/1/2012,8/16/1985,Male,Members
Common User,Solid,Employee195,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31195,,Solid Workshop Members,,NM2,1/1/2012,8/17/1985,Male,Members
Common User,Solid,Employee196,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31196,,Solid Workshop Members,,NM2,1/1/2012,8/18/1985,Male,Members
Common User,Solid,Employee197,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31197,,Solid Workshop Members,,NM2,1/1/2012,8/19/1985,Male,Members
Common User,Solid,Employee198,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31198,,Solid Workshop Members,,NM2,1/1/2012,8/20/1985,Male,Members
Common User,Solid,Employee199,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31199,,Solid Workshop Members,,NM2,1/1/2012,8/21/1985,Male,Members
Common User,Solid,Employee200,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31200,,Solid Workshop Members,,NM2,1/1/2012,8/22/1985,Male,Members
Common User,QA,Employee1,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,19007,Quality Assurance,32001,,Quality Assurance Members,,NM2,1/1/2012,8/23/1985,Male,Members
Common User,QA,Employee2,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,19007,Quality Assurance,32002,,Quality Assurance Members,,NM2,1/1/2012,8/24/1985,Male,Members
Common User,QA,Employee3,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,19007,Quality Assurance,32003,,Quality Assurance Members,,NM2,1/1/2012,8/25/1985,Male,Members
Common User,QA,Employee4,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,19007,Quality Assurance,32004,,Quality Assurance Members,,NM2,1/1/2012,8/26/1985,Male,Members
Common User,QA,Employee5,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,19007,Quality Assurance,32005,,Quality Assurance Members,,NM2,1/1/2012,8/27/1985,Male,Members
Common User,QA,Employee6,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,19007,Quality Assurance,32006,,Quality Assurance Members,,NM2,1/1/2012,8/28/1985,Male,Members
Common User,QA,Employee7,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,19007,Quality Assurance,32007,,Quality Assurance Members,,NM2,1/1/2012,8/29/1985,Male,Members
Common User,QA,Employee8,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,19007,Quality Assurance,32008,,Quality Assurance Members,,NM2,1/1/2012,8/30/1985,Male,Members
Common User,QA,Employee9,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,19007,Quality Assurance,32009,,Quality Assurance Members,,NM2,1/1/2012,8/31/1985,Male,Members
Common User,QA,Employee10,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,19007,Quality Assurance,32010,,Quality Assurance Members,,NM2,1/1/2012,9/1/1985,Male,Members
Common User,QA,Employee11,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,19007,Quality Assurance,32011,,Quality Assurance Members,,NM2,1/1/2012,9/2/1985,Male,Members
Common User,QA,Employee12,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,19007,Quality Assurance,32012,,Quality Assurance Members,,NM2,1/1/2012,9/3/1985,Male,Members
Common User,QA,Employee13,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,19007,Quality Assurance,32013,,Quality Assurance Members,,NM2,1/1/2012,9/4/1985,Male,Members
Common User,QA,Employee14,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,19007,Quality Assurance,32014,,Quality Assurance Members,,NM2,1/1/2012,9/5/1985,Male,Members
Common User,QA,Employee15,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,19007,Quality Assurance,32015,,Quality Assurance Members,,NM2,1/1/2012,9/6/1985,Male,Members
Common User,QA,Employee16,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,19007,Quality Assurance,32016,,Quality Assurance Members,,NM2,1/1/2012,9/7/1985,Male,Members
Common User,QA,Employee17,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,19007,Quality Assurance,32017,,Quality Assurance Members,,NM2,1/1/2012,9/8/1985,Male,Members
Common User,QA,Employee18,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,19007,Quality Assurance,32018,,Quality Assurance Members,,NM2,1/1/2012,9/9/1985,Male,Members
Common User,QA,Employee19,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,19007,Quality Assurance,32019,,Quality Assurance Members,,NM2,1/1/2012,9/10/1985,Male,Members
Common User,QA,Employee20,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,19007,Quality Assurance,32020,,Quality Assurance Members,,NM2,1/1/2012,9/11/1985,Male,Members
Common User,ENG,Employee1,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,14036,Engineering,33001,,Engineering Members,,NM2,1/1/2012,9/12/1985,Male,Members
Common User,ENG,Employee2,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,14036,Engineering,33002,,Engineering Members,,NM2,1/1/2012,9/13/1985,Male,Members
Common User,ENG,Employee3,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,14036,Engineering,33003,,Engineering Members,,NM2,1/1/2012,9/14/1985,Male,Members
Common User,ENG,Employee4,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,14036,Engineering,33004,,Engineering Members,,NM2,1/1/2012,9/15/1985,Male,Members
Common User,ENG,Employee5,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,14036,Engineering,33005,,Engineering Members,,NM2,1/1/2012,9/16/1985,Male,Members
Common User,ENG,Employee6,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,14036,Engineering,33006,,Engineering Members,,NM2,1/1/2012,9/17/1985,Male,Members
Common User,ENG,Employee7,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,14036,Engineering,33007,,Engineering Members,,NM2,1/1/2012,9/18/1985,Male,Members
Common User,ENG,Employee8,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,14036,Engineering,33008,,Engineering Members,,NM2,1/1/2012,9/19/1985,Male,Members
Common User,ENG,Employee9,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,14036,Engineering,33009,,Engineering Members,,NM2,1/1/2012,9/20/1985,Male,Members
Common User,ENG,Employee10,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,14036,Engineering,33010,,Engineering Members,,NM2,1/1/2012,9/21/1985,Male,Members
Common User,ENG,Employee11,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,14036,Engineering,33011,,Engineering Members,,NM2,1/1/2012,9/22/1985,Male,Members
Common User,ENG,Employee12,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,14036,Engineering,33012,,Engineering Members,,NM2,1/1/2012,9/23/1985,Male,Members
Common User,ENG,Employee13,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,14036,Engineering,33013,,Engineering Members,,NM2,1/1/2012,9/24/1985,Male,Members
Common User,ENG,Employee14,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,14036,Engineering,33014,,Engineering Members,,NM2,1/1/2012,9/25/1985,Male,Members
Common User,ENG,Employee15,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,14036,Engineering,33015,,Engineering Members,,NM2,1/1/2012,9/26/1985,Male,Members
Common User,ENG,Employee16,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,14036,Engineering,33016,,Engineering Members,,NM2,1/1/2012,9/27/1985,Male,Members
Common User,ENG,Employee17,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,14036,Engineering,33017,,Engineering Members,,NM2,1/1/2012,9/28/1985,Male,Members
Common User,ENG,Employee18,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,14036,Engineering,33018,,Engineering Members,,NM2,1/1/2012,9/29/1985,Male,Members
Common User,ENG,Employee19,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,14036,Engineering,33019,,Engineering Members,,NM2,1/1/2012,9/30/1985,Male,Members
Common User,ENG,Employee20,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,14036,Engineering,33020,,Engineering Members,,NM2,1/1/2012,10/1/1985,Male,Members
Common User,ENG,Employee21,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,14036,Engineering,33021,,Engineering Members,,NM2,1/1/2012,10/2/1985,Male,Members
Common User,ENG,Employee22,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,14036,Engineering,33022,,Engineering Members,,NM2,1/1/2012,10/3/1985,Male,Members
Common User,ENG,Employee23,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,14036,Engineering,33023,,Engineering Members,,NM2,1/1/2012,10/4/1985,Male,Members
Common User,ENG,Employee24,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,14036,Engineering,33024,,Engineering Members,,NM2,1/1/2012,10/5/1985,Male,Members
Common User,ENG,Employee25,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,14036,Engineering,33025,,Engineering Members,,NM2,1/1/2012,10/6/1985,Male,Members
Common User,QC,Employee1,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,15002,Quality Control,34001,,Quality Control Members,,NM2,1/1/2012,10/7/1985,Male,Members
Common User,QC,Employee2,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,15002,Quality Control,34002,,Quality Control Members,,NM2,1/1/2012,10/8/1985,Male,Members
Common User,QC,Employee3,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,15002,Quality Control,34003,,Quality Control Members,,NM2,1/1/2012,10/9/1985,Male,Members
Common User,QC,Employee4,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,15002,Quality Control,34004,,Quality Control Members,,NM2,1/1/2012,10/10/1985,Male,Members
Common User,QC,Employee5,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,15002,Quality Control,34005,,Quality Control Members,,NM2,1/1/2012,10/11/1985,Male,Members
Common User,QC,Employee6,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,15002,Quality Control,34006,,Quality Control Members,,NM2,1/1/2012,10/12/1985,Male,Members
Common User,QC,Employee7,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,15002,Quality Control,34007,,Quality Control Members,,NM2,1/1/2012,10/13/1985,Male,Members
Common User,QC,Employee8,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,15002,Quality Control,34008,,Quality Control Members,,NM2,1/1/2012,10/14/1985,Male,Members
Common User,QC,Employee9,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,15002,Quality Control,34009,,Quality Control Members,,NM2,1/1/2012,10/15/1985,Male,Members
Common User,QC,Employee10,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,15002,Quality Control,34010,,Quality Control Members,,NM2,1/1/2012,10/16/1985,Male,Members
Common User,QC,Employee11,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,15002,Quality Control,34011,,Quality Control Members,,NM2,1/1/2012,10/17/1985,Male,Members
Common User,QC,Employee12,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,15002,Quality Control,34012,,Quality Control Members,,NM2,1/1/2012,10/18/1985,Male,Members
Common User,QC,Employee13,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,15002,Quality Control,34013,,Quality Control Members,,NM2,1/1/2012,10/19/1985,Male,Members
Common User,QC,Employee14,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,15002,Quality Control,34014,,Quality Control Members,,NM2,1/1/2012,10/20/1985,Male,Members
Common User,QC,Employee15,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,15002,Quality Control,34015,,Quality Control Members,,NM2,1/1/2012,10/21/1985,Male,Members
Common User,QC,Employee16,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,15002,Quality Control,34016,,Quality Control Members,,NM2,1/1/2012,10/22/1985,Male,Members
Common User,QC,Employee17,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,15002,Quality Control,34017,,Quality Control Members,,NM2,1/1/2012,10/23/1985,Male,Members
Common User,QC,Employee18,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,15002,Quality Control,34018,,Quality Control Members,,NM2,1/1/2012,10/24/1985,Male,Members
Common User,QC,Employee19,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,15002,Quality Control,34019,,Quality Control Members,,NM2,1/1/2012,10/25/1985,Male,Members
Common User,QC,Employee20,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,15002,Quality Control,34020,,Quality Control Members,,NM2,1/1/2012,10/26/1985,Male,Members
Common User,QC,Employee21,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,15002,Quality Control,34021,,Quality Control Members,,NM2,1/1/2012,10/27/1985,Male,Members
Common User,QC,Employee22,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,15002,Quality Control,34022,,Quality Control Members,,NM2,1/1/2012,10/28/1985,Male,Members
Common User,QC,Employee23,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,15002,Quality Control,34023,,Quality Control Members,,NM2,1/1/2012,10/29/1985,Male,Members
Common User,QC,Employee24,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,15002,Quality Control,34024,,Quality Control Members,,NM2,1/1/2012,10/30/1985,Male,Members
Common User,QC,Employee25,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,15002,Quality Control,34025,,Quality Control Members,,NM2,1/1/2012,10/31/1985,Male,Members
Common User,HR,Employee1,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,10001,Administration & Human Resource,35001,,Administration & Human Resource Members,,NM2,1/1/2012,11/1/1985,Male,Members
Common User,HR,Employee2,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,10001,Administration & Human Resource,35002,,Administration & Human Resource Members,,NM2,1/1/2012,11/2/1985,Male,Members
Common User,HR,Employee3,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,10001,Administration & Human Resource,35003,,Administration & Human Resource Members,,NM2,1/1/2012,11/3/1985,Male,Members
Common User,HR,Employee4,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,10001,Administration & Human Resource,35004,,Administration & Human Resource Members,,NM2,1/1/2012,11/4/1985,Male,Members
Common User,HR,Employee5,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,10001,Administration & Human Resource,35005,,Administration & Human Resource Members,,NM2,1/1/2012,11/5/1985,Male,Members
Common User,HR,Employee6,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,10001,Administration & Human Resource,35006,,Administration & Human Resource Members,,NM2,1/1/2012,11/6/1985,Male,Members
Common User,HR,Employee7,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,10001,Administration & Human Resource,35007,,Administration & Human Resource Members,,NM2,1/1/2012,11/7/1985,Male,Members
Common User,HR,Employee8,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,10001,Administration & Human Resource,35008,,Administration & Human Resource Members,,NM2,1/1/2012,11/8/1985,Male,Members
Common User,HR,Employee9,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,10001,Administration & Human Resource,35009,,Administration & Human Resource Members,,NM2,1/1/2012,11/9/1985,Male,Members
Common User,HR,Employee10,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,10001,Administration & Human Resource,35010,,Administration & Human Resource Members,,NM2,1/1/2012,11/10/1985,Male,Members
Common User,HR,Employee11,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,10001,Administration & Human Resource,35011,,Administration & Human Resource Members,,NM2,1/1/2012,11/11/1985,Male,Members
Common User,HR,Employee12,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,10001,Administration & Human Resource,35012,,Administration & Human Resource Members,,NM2,1/1/2012,11/12/1985,Male,Members
Common User,HR,Employee13,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,10001,Administration & Human Resource,35013,,Administration & Human Resource Members,,NM2,1/1/2012,11/13/1985,Male,Members
Common User,HR,Employee14,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,10001,Administration & Human Resource,35014,,Administration & Human Resource Members,,NM2,1/1/2012,11/14/1985,Male,Members
Common User,HR,Employee15,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,10001,Administration & Human Resource,35015,,Administration & Human Resource Members,,NM2,1/1/2012,11/15/1985,Male,Members
